time,symbol,action,side,qty,price,notional,margin,fee,realized_pnl,nav_after,reason,leverage
2025-12-05 08:16:04,SOL,close_position,long,14.382281029771322,138.33,1989.5009348482672,1000.0,1.9895009348482675,-12.488566086581184,,agent_decision,2.0
2025-12-05 12:16:29,BNB,open_long,long,4.479283314669653,893.0,4000.0,2000.0,4.0,-4.0,,,2.0
2025-12-05 16:17:42,SOL,open_short,short,-29.90877822640945,133.74,4000.0,2000.0,4.0,-4.0,,,2.0
2025-12-05 20:16:49,BNB,close_position,long,4.8251441241685145,890.0,4294.3782705099775,2176.14,4.294378270509978,-62.19610776053216,,stop_loss,2.0
2025-12-05 20:16:49,ETH,close_position,long,1.0397194475588625,3080.0,3202.335898481296,1632.11,3.202335898481296,-65.08643741718477,,stop_loss,2.0
2025-12-05 20:16:49,BNB,close_position,long,4.479283314669653,890.0,3986.562150055991,2000.0,3.986562150055991,-17.424412094064948,,stop_loss,2.0
2025-12-05 20:16:49,DOGE,open_long,long,14450.867052023124,0.1384,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-06 00:16:28,SOL,close_position,short,-29.90877822640945,132.98,3977.269328547928,2000.0,3.977269328547928,18.75340212352384,,agent_decision,2.0
2025-12-06 00:16:28,SOL,open_long,long,30.079711234772148,132.98,4000.0,2000.0,4.0,-4.0,,,2.0
2025-12-06 04:16:52,BTC,open_long,long,0.0223087305216896,89651.0,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-06 10:00:13,DOGE,close_position,long,14450.867052023124,0.1393,2013.005780346821,1000.0,2.013005780346821,10.99277456647416,,agent_decision,2.0
2025-12-07 04:16:26,SOL,close_position,long,30.079711234772148,133.37,4011.731087381561,2000.0,4.011731087381562,7.719356294180021,,agent_decision,2.0
2025-12-07 08:16:49,BTC,close_position,long,0.0223087305216896,89344.7,1993.1668358412064,1000.0,1.9931668358412065,-8.826330994634816,,agent_decision,2.0
2025-12-07 08:16:49,BNB,open_long,long,2.2469385462307607,890.1,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-07 08:16:49,SOL,open_long,long,10.37939927184466,131.84,1368.42,684.21,1.3684200000000002,-1.3684200000000002,,,2.0
2025-12-07 12:16:18,ETH,open_long,long,0.656456670091956,3036.24,1993.16,996.58,1.99316,-1.99316,,,2.0
2025-12-08 00:16:59,ETH,close_position,long,0.656456670091956,3056.03,2006.1512775011204,996.58,2.0061512775011203,10.985126223618964,,agent_decision,2.0
2025-12-08 04:13:56,DOGE,open_long,long,14245.014245014245,0.1404,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-08 08:16:17,BNB,close_position,long,2.2469385462307607,903.6,2030.333670374116,1000.0,2.0303336703741155,28.303336703741152,,agent_decision,2.0
2025-12-08 16:17:45,BNB,open_long,long,2.23563603845294,894.6,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-08 20:16:53,SOL,close_position,long,10.37939927184466,134.29,1393.8495282160193,684.21,1.3938495282160193,24.03567868780328,,agent_decision,2.0
2025-12-08 20:16:53,DOGE,close_position,long,14245.014245014245,0.143,2037.037037037037,1000.0,2.037037037037037,34.99999999999987,,agent_decision,2.0
2025-12-09 00:16:42,SOL,open_long,long,15.00712838598334,133.27,2000.0,1000.0,2.0,-2.0,,,2.0
2025-12-09 04:13:27,BNB,close_position,long,2.23563603845294,893.8,1998.2114911692377,1000.0,1.9982114911692377,-3.786720321931742,,agent_decision,2.0
2025-12-09 08:17:09,DOGE,open_long,long,21291.696238467,0.1409,3000.0,1000.0,3.0,-3.0,,,3.0
2025-12-09 12:16:33,ETH,open_long,long,0.1290934674397659,3119.91,402.76,201.38,0.40276,-0.40276,,,2.0
2025-12-09 16:17:47,SOL,close_position,long,15.00712838598334,140.0,2100.997974037668,1000.0,2.100997974037668,98.89697606363006,,take_profit,2.0
2025-12-09 16:17:47,DOGE,close_position,long,21291.696238467,0.148,3151.1710432931154,1000.0,3.1511710432931155,148.01987224982247,,take_profit,3.0
2025-12-09 16:17:47,ETH,close_position,long,0.1290934674397659,3200.0,413.0990958072509,201.38,0.4130990958072509,9.92599671144362,,take_profit,2.0
2025-12-10 00:13:48,BTC,open_long,long,0.047750258699478,92675.1,4425.26,2212.63,4.425260000000001,-4.425260000000001,,,2.0
2025-12-10 04:13:40,BTC,close_position,long,0.047750258699478,92394.4,4411.856502383056,2212.63,4.411856502383056,-17.815354119327104,,agent_decision,2.0
2025-12-10 04:13:40,ETH,open_long,long,0.3337736892860489,3307.93,1104.1,552.05,1.1041,-1.1041,,,2.0
2025-12-10 08:17:16,ETH,close_position,long,0.33377368928604895,3327.93,1110.7754737857208,552.05,1.1107754737857207,5.564698311935258,,agent_decision,2.0
