date,datetime,open,high,low,close,volume,funding_rate,open_interest,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_mid,bb_upper,bb_lower,bb_width_20,bb_pos_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,log_return,ret,volatility_20,funding_rate_zscore,oi_change,oi_rsi,natr_14,buy_stars,sell_stars,instrument,btc_corr_24h
2025-04-14 04:00:00+00:00,2025-04-14 04:00:00+00:00,84568.9,85106.8,84226.9,84586.0,826.68999027,,0.0,84149.88,,,0,,207.29571238766948,215.50908353967785,-8.213371152008364,1056.294918089499,,,,,,,,,,0.000197451691484,0.0001974711863523,,,,,0.012487822075633,0,1,BTC,1.0
2025-04-14 08:00:00+00:00,2025-04-14 08:00:00+00:00,84586.1,84968.0,84254.0,84929.8,1229.04047022,,0.0,84365.68000000001,,,0,0.0168749191814217,243.28224625988517,221.0637160837193,22.21853017616584,1031.8452810831066,,,,,,,,,,0.0040562646241403,0.0040645023999243,,,,,0.0121493902150141,0,1,BTC,1.0
2025-04-14 12:00:00+00:00,2025-04-14 12:00:00+00:00,84929.8,85808.1,83711.0,84102.0,3260.66446679,,0.0,84389.42,,,0,-0.0105204703269087,202.6690491938498,217.3847827057454,-14.71573351189562,1107.9349038628852,,,,,,,,,,-0.0097946849996796,-0.0097468733000666,,,,,0.0131737045951687,0,1,BTC,1.0
2025-04-14 16:00:00+00:00,2025-04-14 16:00:00+00:00,84106.7,85206.0,83859.3,84900.2,1469.82039245,,0.0,84617.45999999999,,,0,-0.0003850098136293,232.21404808292573,220.3506357811815,11.863412301744232,1124.9895535869646,,,,,,84.25584947099638,,,,0.0094461011181543,0.0094908563411095,,,,,0.0132507291335823,0,2,BTC,1.0
2025-04-14 20:00:00+00:00,2025-04-14 20:00:00+00:00,84900.2,84963.9,84413.2,84586.6,599.69093119,,0.0,84620.92,,,0,-0.0079912745695922,227.6990010805457,221.8203088410544,5.878692239491357,1083.9688711878955,,,,,,81.91434968447201,,,,-0.003700587395347,-0.0036937486601915,,,,,0.0128149006011341,0,2,BTC,1.0
2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,84586.7,85416.6,84335.1,85380.6,789.25491745,,0.0,84779.84,,,0,-0.000422633981411,284.90574202079733,234.43739547700292,50.46834654379438,1083.7925232459029,,,,,,83.18825182899032,,,,0.0093430470802277,0.009386829592394,,,,,0.0126936625327756,0,2,BTC,1.0
2025-04-15 04:00:00+00:00,2025-04-15 04:00:00+00:00,85380.7,85879.9,85157.1,85732.9,1077.90789546,,0.0,84940.45999999999,,,0,0.0155760619773033,354.5827528198861,258.4664669455796,96.11628587430648,1058.007343014052,,,,,,83.73566479484033,,,,0.0041177405382217,0.0041262300803694,,,,,0.0123407390046767,0,2,BTC,1.0
2025-04-15 08:00:00+00:00,2025-04-15 08:00:00+00:00,85732.9,86000.0,85334.5,85582.2,1345.57179735,,0.0,85236.5,,,0,0.0125602515836376,393.1105219323508,285.39527794293383,107.715243989417,1029.971104227334,,,,,,82.49820247907694,,,,-0.0017593316511054,-0.0017577849343717,,,,,0.012034875292144,0,2,BTC,1.0
2025-04-15 12:00:00+00:00,2025-04-15 12:00:00+00:00,85584.0,86460.0,84625.1,84915.7,2437.30941773,,0.0,85239.6,84697.61,,1,0.0126999384621255,365.6481128673768,301.44584492782246,64.2022679395543,1087.4660253539523,84697.61,85918.10512723321,83477.11487276679,0.0288200606187874,0.5893448876335924,77.07324032786345,1422.636317714,1.7132343574965485,0.6,-0.0078183179387165,-0.0077878343861222,,,,,0.012806418899614,0,2,BTC,1.0
2025-04-15 16:00:00+00:00,2025-04-15 16:00:00+00:00,84917.7,85142.8,83900.0,83970.5,1348.988922,,0.0,85116.38,84720.115,,1,-0.0001524112531896,264.56448054732755,294.06957205172347,-29.50509150439592,1098.561309257242,84720.115,85867.35323554659,83572.87676445342,0.0270830188449716,0.1732958435425296,70.0392472147192,1457.436765738,0.9255900178399264,0.15,-0.0111934529751043,-0.0111310393719888,0.0077513583188053,,,,0.0130827053460113,0,2,BTC,1.0
2025-04-15 20:00:00+00:00,2025-04-15 20:00:00+00:00,83970.6,84228.4,83603.2,83650.7,1070.26138915,,0.0,84770.4,84652.84,,1,-0.0013049188156638,156.84181157239072,266.6240199558569,-109.78220838346618,1064.7497871674386,84652.84,85882.28579774791,83423.39420225208,0.0290467702618817,0.0924423826427704,67.78515165972351,1393.121745006,0.7682468477623186,0.05,-0.0038157510866495,-0.0038084803591738,0.0066235973659606,,,,0.0127285221422825,0,1,BTC,1.0
2025-04-16 00:00:00+00:00,2025-04-16 00:00:00+00:00,83650.6,83948.2,83107.6,83679.9,998.44414724,,0.0,84359.8,84590.19,,0,-0.0105168187510126,72.98568275645084,227.8963525159757,-154.91066975952486,1048.7390880840494,84590.19,85882.2707279733,83298.1092720267,0.0305491860929334,0.1477425983174249,67.88677742237957,1408.267537748,0.7089875470939563,0.1,0.0003490096885615,0.0003490705995288,0.0066283888124122,,,,0.0125327478651868,1,0,BTC,1.0
2025-04-16 04:00:00+00:00,2025-04-16 04:00:00+00:00,83679.9,83814.9,83216.7,83364.1,895.03254937,,0.0,83916.18000000001,84494.995,,0,-0.0144456529449317,-18.73733193133376,178.56961562651384,-197.3069475578476,1016.5577246494744,84494.995,85852.19738501853,83137.79261498146,0.0321250361638233,0.0833727480575624,65.48088489095319,1408.916209847,0.6352631498697819,0.05,-0.0037810442306307,-0.0037739050835384,0.0065667629901449,,,,0.0121941906006239,1,0,BTC,1.0
2025-04-16 08:00:00+00:00,2025-04-16 08:00:00+00:00,83364.1,84118.5,83131.0,84044.8,823.08308658,,0.0,83742.0,84426.4,,0,-0.0104203707061596,-36.085707177524455,135.6385510657062,-171.72425824323065,1014.4821728887975,84426.4,85727.86237133463,83124.93762866536,0.0308306968278793,0.3533956845757038,68.10477146496775,1378.3880833115002,0.5971345055469349,0.4,0.0081322289483852,0.0081653853397325,0.0068638060719243,,,,0.0120707310016657,1,0,BTC,1.0
2025-04-16 12:00:00+00:00,2025-04-16 12:00:00+00:00,84045.4,85280.5,83500.3,84849.5,1639.20898662,,0.0,83917.8,84447.975,,0,0.0088880169318208,14.926086657258566,111.49605818401668,-96.56997152675812,1069.1763033967404,84447.975,85762.40681318013,83133.54318681988,0.03112997826603,0.6527370974948284,70.91899002343384,1354.8136157655,1.209914756941537,0.7,0.0095291089059855,0.0095746554218703,0.006731497691159,,,,0.0126008556726526,0,2,BTC,1.0
2025-04-16 16:00:00+00:00,2025-04-16 16:00:00+00:00,84849.9,85550.0,83276.6,84338.2,1803.95492267,,0.0,84055.3,84438.855,,0,-0.0066195368208791,13.93502955736767,91.98385245868688,-78.0488229013192,1155.1922817255445,84438.855,85753.67572006033,83124.03427993966,0.03114255208838,0.4617229183932468,66.88103423552525,1412.912086005,1.276763742442512,0.5,-0.0060441930066801,-0.0060259636179352,0.0068716254115143,,,,0.0136971417664302,0,0,BTC,1.0
2025-04-16 20:00:00+00:00,2025-04-16 20:00:00+00:00,84336.4,84683.0,84024.1,84029.7,421.50335358,,0.0,84125.26,84447.8,,0,-0.0065837851385445,-11.609930045771762,71.26509595779514,-82.8750260035669,1119.742833030862,84447.8,85748.85853058191,83146.74146941809,0.0308133197213405,0.3393231395158654,64.49493402386396,1310.961742673,0.3215222381093829,0.35,-0.0036645981240404,-0.0036578916789782,0.0066789732757334,,,,0.0133255602844097,0,0,BTC,1.0
2025-04-17 00:00:00+00:00,2025-04-17 00:00:00+00:00,84029.8,84496.3,83800.0,83998.0,519.60942502,,0.0,84252.04,84448.535,,0,-0.016193374138856,-34.020255318362615,50.20802570256359,-84.2282810209262,1089.496916385801,84448.535,85748.55926788886,83148.51073211114,0.0307885570279901,0.32672054240509,64.24131088648332,1261.3722859000002,0.4119397824324752,0.3,-0.0003773187441843,-0.0003772475684192,0.0066709064064502,,,,0.0129705102072168,0,0,BTC,1.0
2025-04-17 04:00:00+00:00,2025-04-17 04:00:00+00:00,83998.0,85050.0,83895.7,84667.2,1050.88391231,,0.0,84376.51999999999,84493.895,,0,-0.0124304671835432,2.192968531511724,40.605014268353216,-38.41204573684149,1094.1257080725295,84493.895,85757.4533745518,83230.33662544821,0.0299088679614496,0.5685781533684454,67.1758388810488,1262.0539431885,0.8326774921007004,0.65,0.0079352885071325,0.0079668563537227,0.006865780615134,,,,0.0129226631809311,0,0,BTC,1.0
2025-04-17 08:00:00+00:00,2025-04-17 08:00:00+00:00,84667.1,84764.3,84177.7,84572.0,541.10424115,,0.0,84321.01999999999,84494.03,,0,-0.0118038564093935,22.945859370811377,37.07318328884485,-14.127323918033476,1057.8738717816352,84494.03,85757.6211476423,83230.43885235769,0.0299095959239322,0.5308525428282252,66.34175576889727,1207.40126073,0.4481561008333269,0.5,-0.0011250349805629,-0.0011244023659693,0.0065286250220111,,,,0.0125085592368826,0,0,BTC,1.0
2025-04-17 12:00:00+00:00,2025-04-17 12:00:00+00:00,84572.1,84869.0,83722.0,84544.6,1311.34542304,,0.0,84362.3,84491.95999999999,,0,-0.0043702165795016,36.75800051988335,37.01014673505255,-0.2521462151691978,1064.2400237972329,84491.95999999999,85755.07726201488,83228.8427379851,0.0298991113950933,0.5208373369531996,66.0874165680058,1231.6340323685,1.064720029307903,0.5,-0.0003240367916543,-0.0003239842974033,0.0065289279174639,,,,0.0125879124603727,0,0,BTC,1.0
2025-04-17 16:00:00+00:00,2025-04-17 16:00:00+00:00,84544.7,85489.0,84409.0,84849.9,2562.35305927,,0.0,84526.34,84487.965,,1,0.010472725540517,71.51499998972577,43.9111173859872,27.60388260373857,1065.3657363831446,84487.965,85746.01301700888,83229.91698299111,0.0297805259484918,0.6438478480577111,67.57888876633695,1298.299661821,1.9736222188304613,0.75,0.0036046073581896,0.0036111117682262,0.006514828923707,,,,0.012555886764547,0,0,BTC,1.0
2025-04-17 20:00:00+00:00,2025-04-17 20:00:00+00:00,84849.3,85148.4,84726.0,84955.0,504.19830092,,0.0,84717.74,84530.615,,1,0.0155922185947039,106.3153272098134,56.39195935075244,49.92336785906097,1019.4396123557768,84530.615,85791.26533419263,83269.96466580738,0.0298270711550514,0.6683198697090688,68.09902703914508,1160.4763535275,0.4344752905885487,0.85,0.0012378914085643,0.0012386579123842,0.0061022289248794,,,,0.0119997600183129,0,0,BTC,1.0
2025-04-18 00:00:00+00:00,2025-04-18 00:00:00+00:00,84955.1,85138.0,84724.9,84838.0,365.5921098,,0.0,84751.9,84527.505,,1,0.0138396436898229,123.03563682999813,69.72069484660157,53.31494198339654,976.1296400446504,84527.505,85784.79536817277,83270.21463182724,0.0297486686297616,0.6234778408631421,66.8139594996056,1105.264939395,0.3307732804770934,0.65,-0.0013781489050564,-0.0013771996939556,0.005734363698142,,,,0.0115058068323705,0,0,BTC,1.0
2025-04-18 04:00:00+00:00,2025-04-18 04:00:00+00:00,84838.0,84852.3,84409.0,84666.1,598.71631714,,0.0,84770.72,84531.48,,1,0.0156182337481001,121.02065847736958,79.98068757275519,41.03997090461439,938.0703800414612,84531.48,85789.9946556159,83272.9653443841,0.0297762361576042,0.5534836838805538,64.87687022955856,1105.2162086925,0.5417187265542344,0.55,-0.0020282702180221,-0.0020262146679553,0.0056901045097673,,,,0.0110796455729207,0,0,BTC,1.0
2025-04-18 08:00:00+00:00,2025-04-18 08:00:00+00:00,84666.1,84774.5,84476.1,84670.1,268.61127422,,0.0,84795.82,84495.955,,1,0.0074400795766067,118.38190724977176,87.6609315081585,30.72097574161326,892.379638609928,84495.955,85695.31031928616,83296.59968071384,0.0283884670996654,0.572599419538012,64.90236957430675,1079.1840265309995,0.2489021961188971,0.65,4.724329470890592e-05,4.724441069092755e-05,0.0052508709666654,,,,0.0105394896027042,0,0,BTC,1.0
2025-04-18 12:00:00+00:00,2025-04-18 12:00:00+00:00,84670.1,84771.9,84335.0,84375.2,528.57210972,,0.0,84700.88,84428.06999999999,,1,-0.0055898974065846,91.44064167546458,88.41687354161972,3.023768133844854,859.8453787092185,84428.06999999999,85484.91883327746,83371.22116672252,0.0250354848399939,0.4749869620255735,61.365188062261794,1051.717237244,0.5025800576446865,0.45,-0.0034890091490975,-0.0034829296292316,0.0051804970226773,,,,0.0101907358881427,0,0,BTC,1.0
2025-04-18 16:00:00+00:00,2025-04-18 16:00:00+00:00,84375.2,84662.3,84300.0,84570.9,215.08736681,,0.0,84624.06,84377.505,,1,0.002759129315067,84.9021499385999,87.71392882101577,-2.811778882415865,824.3064230871316,84377.505,85296.40600114211,83458.6039988579,0.0217807104190176,0.6052316842399879,62.81356652170987,995.193015717,0.2161262824528942,0.55,0.002316716248906,0.0023194019095658,0.0052202744416158,,,,0.0097469274075022,0,0,BTC,1.0
2025-04-18 20:00:00+00:00,2025-04-18 20:00:00+00:00,84571.0,84690.3,84348.0,84468.6,355.92649909,,0.0,84550.18000000001,84355.15,,1,0.0052231532422466,70.6511703733704,84.3013771314867,-13.650206758116298,789.8773928666225,84355.15,85241.7778554162,83468.52214458378,0.0210213094379231,0.5639783643763112,61.51532331991986,891.123869785,0.3994130458831428,0.5,-0.0012103681386781,-0.0012096359386029,0.0049421400855587,,,,0.0093511363141643,0,0,BTC,1.0
2025-04-19 00:00:00+00:00,2025-04-19 00:00:00+00:00,84468.6,85000.0,84370.0,84881.1,1043.31531571,,0.0,84593.18000000001,84400.68000000001,,1,0.0105133455558465,91.58671435646828,85.75844457648303,5.828269779985263,778.4575790904352,84400.68000000001,85297.0898317176,83504.27016828241,0.0212417679980207,0.7679689484660569,64.68486506768257,875.8401894705,1.191216534994528,0.95,0.0048715860234677,0.0048834714911814,0.0043484842615731,,,,0.0091711532848942,0,0,BTC,1.0
2025-04-19 04:00:00+00:00,2025-04-19 04:00:00+00:00,84881.2,85268.5,84881.2,85217.8,635.55906828,,0.0,84702.72,84479.035,,1,0.0065031086418354,133.80474209986278,95.367704081159,38.43703801870379,750.5248948696893,84479.035,85373.48208121835,83584.58791878166,0.0211755989215156,0.9129730061803736,67.06893124638742,854.105073427,0.7441228111781273,1.0,0.0039588785083297,0.0039667252191595,0.0042855745890176,,,,0.0088071376504637,0,0,BTC,1.0
2025-04-19 08:00:00+00:00,2025-04-19 08:00:00+00:00,85217.9,85465.0,85109.8,85225.9,906.84952818,,0.0,84872.86,84556.33499999999,,1,0.0077318734332876,166.0028579432692,109.49473485358104,56.50812308968816,722.2874023789971,84556.33499999999,85428.09903751245,83684.57096248753,0.020619721455819,0.8840288032014807,67.12642636057114,849.525342474,1.0674778995280585,1.0,9.504604753470634e-05,9.505056455338944e-05,0.0042877850655671,,,,0.0084749753581833,0,0,BTC,1.0
2025-04-19 12:00:00+00:00,2025-04-19 12:00:00+00:00,85226.0,85661.0,85076.0,85190.0,799.46004649,,0.0,84996.68000000001,84647.63,,1,0.0076338406001092,186.4737138554192,124.89053065394867,61.58318320147052,712.481159351926,84647.63,85370.57870938406,83924.68129061595,0.0170813691862148,0.8751095983434889,66.57166190551916,844.7467173299999,0.9463902375576694,0.9,-0.0004213221950657,-0.0004212334513333,0.0041580053125135,,,,0.0083634365459787,0,0,BTC,1.0
2025-04-19 16:00:00+00:00,2025-04-19 16:00:00+00:00,85190.0,85329.9,84713.2,85096.1,435.39669485,,0.0,85122.18000000001,84700.195,,1,0.0029015944626924,192.89647887086903,138.49172029733276,54.40475857353627,705.6396479696454,84700.195,85392.39929491596,84007.99070508406,0.0163448099479806,0.7859740996320099,65.0571729374384,825.3623977435,0.5275218449984553,0.85,-0.0011028499627082,-0.0011022420471885,0.0038318632884878,,,,0.0082922677768974,0,0,BTC,1.0
2025-04-19 20:00:00+00:00,2025-04-19 20:00:00+00:00,85096.2,85380.0,85018.5,85087.8,148.40476068,,0.0,85163.52,84712.11,,1,0.0015631805073275,195.06820098983007,149.80701643583222,45.26118455399785,681.0582445432422,84712.11,85422.15791922806,84002.06208077194,0.0167637878274561,0.7645525673875918,64.91659097419105,750.8221864465,0.1976563337617549,0.8,-9.754154190364108e-05,-9.753678488211293e-05,0.0032019756062441,,,,0.0080041820865416,0,0,BTC,1.0
2025-04-20 00:00:00+00:00,2025-04-20 00:00:00+00:00,85087.9,85350.1,85039.9,85172.0,383.84172998,,0.0,85154.36000000002,84753.8,,1,0.0039369150616468,201.26350235380232,160.09831361942625,41.16518873437607,654.5683699330114,84753.8,85469.02992666703,84038.57007333297,0.0168778255763642,0.7923535386367345,65.72572665967866,679.8165268119999,0.5646254759060155,0.85,0.0009890767740149,0.0009895660717518,0.0028559309960048,,,,0.007685253016637,0,0,BTC,1.0
2025-04-20 04:00:00+00:00,2025-04-20 04:00:00+00:00,85172.0,85251.2,84645.9,84790.2,2364.52354495,,0.0,85067.22,84791.825,,1,0.0014657578416863,173.3667897204141,162.75200883962384,10.61478088079025,651.0492006520822,84791.825,85425.2056718713,84158.4443281287,0.0149396636260937,0.4987172011460351,59.07276000090006,776.9675363805001,3.043271995590862,0.5,-0.0044927712422996,-0.004482693843047,0.0029242079986656,,,,0.0076783543458098,0,0,BTC,1.0
2025-04-20 08:00:00+00:00,2025-04-20 08:00:00+00:00,84790.2,84796.3,83941.7,84128.4,1420.48810981,,0.0,84854.9,84798.345,,1,-0.0063977720588497,96.74153862906678,149.54991479751243,-52.80837616844565,665.5885434626481,84798.345,85400.83645545821,84195.8535445418,0.0142099814674026,-0.0559788391442836,49.684658399874095,822.01147062,1.7280636105218832,0.05,-0.0078357668861187,-0.0078051472929654,0.0034583399939528,,,,0.0079115797217425,0,0,BTC,1.0
2025-04-20 12:00:00+00:00,2025-04-20 12:00:00+00:00,84128.4,84689.0,84100.1,84345.4,1450.91755677,,0.0,84704.76000000001,84782.25499999999,,0,-0.0003531843480074,52.91558363009244,130.22304856402843,-77.30746493393599,660.1107903581728,84782.25499999999,85414.35660093147,84150.15339906851,0.0149111768950112,0.1544424192596269,52.35825472556213,842.013152843,1.723153078869464,0.1,0.0025760696322328,0.0025793905506346,0.0029900743831712,,,,0.0078262808684074,0,0,BTC,1.0
2025-04-20 16:00:00+00:00,2025-04-20 16:00:00+00:00,84345.4,84665.0,84259.4,84648.5,244.68811209,,0.0,84616.9,84786.07999999999,,0,0.0009175733024007,42.154899985558586,112.60941884833449,-70.45451886277588,641.9314481897324,84786.07999999999,85413.95782123605,84158.20217876392,0.0148108703984442,0.3904404683946773,55.88438710916566,827.1923463899999,0.2958055803560782,0.35,0.0035871155705497,0.003593556969319,0.0030963737119227,,,,0.0075834946654663,0,0,BTC,1.0
2025-04-20 20:00:00+00:00,2025-04-20 20:00:00+00:00,84648.6,85300.0,84620.0,85183.7,845.15474388,,0.0,84619.23999999999,84818.035,,0,0.0084658677899243,75.93778430979,105.2750919406256,-29.337307630835586,644.6506304618944,84818.035,85458.42853923986,84177.64146076015,0.0151004097003628,0.7855002257159216,61.327288052533206,803.882812432,1.0513407312729317,0.85,0.0063027125797994,0.006322616466919,0.0033963071714558,,,,0.0075677697782779,0,0,BTC,1.0
2025-04-21 00:00:00+00:00,2025-04-21 00:00:00+00:00,85183.8,87654.3,85143.4,87202.0,3791.08374622,,0.0,85101.6,84935.64,,1,0.0273429538495613,262.54445682240475,136.72896491698145,125.81549190542331,777.954156857474,84935.64,86156.80128730001,83714.47871269999,0.0287549793537792,1.4279527706822916,74.23645134645987,865.3193467794999,4.38113831654112,1.0,0.0234171654534139,0.0236935000475444,0.0062069272219845,,,,0.0089212880078148,0,2,BTC,1.0
2025-04-21 04:00:00+00:00,2025-04-21 04:00:00+00:00,87202.1,87738.0,87050.0,87436.1,1076.37139793,,0.0,85763.14,85059.69499999999,,1,0.0260309465862766,424.4289500237646,194.26896193833807,230.15998808542656,771.528859939083,85059.69499999999,86696.78430663548,83422.6056933645,0.0384927151839773,1.2258018821477574,75.26768849835717,893.9280016299999,1.2040918239134812,1.0,0.0026809744290455,0.0026845714547831,0.006213535231351,,,,0.0088239166653028,0,1,BTC,1.0
2025-04-21 08:00:00+00:00,2025-04-21 08:00:00+00:00,87436.1,87789.2,86637.6,86972.9,919.27823455,,0.0,86288.64,85166.44,,1,0.020498463495252,509.4743056655861,257.3100306837877,252.16427498179843,798.6767985148621,85166.44,86998.57655539109,83334.30344460892,0.0430248477074088,0.9929927288128328,69.35252232414291,921.6123078675,0.9974674021846552,0.9,-0.0053116649834767,-0.0052975830349251,0.006367629811606,,,,0.0091830535547838,0,0,BTC,1.0
2025-04-21 12:00:00+00:00,2025-04-21 12:00:00+00:00,86972.8,88466.0,86779.7,88042.5,3239.15179122,,0.0,86967.43999999999,85335.26000000001,,1,0.0334839769926047,655.6235238389054,336.97272931481126,318.6507945240941,862.0784557638007,85335.26000000001,87536.85028649757,83133.66971350244,0.0515986073399803,1.1148373783722598,74.36284529499456,1053.6340815715,3.0742663395899177,1.0,0.0122230765613514,0.0122980836559434,0.0067710562005957,,,,0.0097916171821995,0,2,BTC,1.0
2025-04-21 16:00:00+00:00,2025-04-21 16:00:00+00:00,88042.6,88260.0,86400.0,87410.2,2618.13496465,,0.0,87412.74,85472.265,,1,0.0271939607103026,712.2165178625874,412.0214870243665,300.1950308382209,933.3585660663864,85472.265,87826.94246094885,83117.58753905115,0.0550980475584413,0.9115075274936127,67.35291277107169,1171.110266093,2.235600729028268,0.9,-0.0072076717811441,-0.0071817588096658,0.0070661071233498,,,,0.0106779136309765,0,0,BTC,1.0
2025-04-21 20:00:00+00:00,2025-04-21 20:00:00+00:00,87410.3,87624.9,86875.9,87516.1,545.95915124,,0.0,87475.56000000001,85629.31,,1,0.0285387564374681,756.8871938883967,480.99462839717256,275.89256549122416,920.1900970616446,85629.31,88087.07227402095,83171.54772597905,0.0574046964531408,0.8838430632498037,67.89871798206879,1171.979618169,0.4658435545943704,0.95,0.0012107957801394,0.0012115290892826,0.0069650190852005,,,,0.0105145235797943,0,0,BTC,1.0
2025-04-22 00:00:00+00:00,2025-04-22 00:00:00+00:00,87512.1,88878.0,87062.8,88159.1,1980.33890031,,0.0,87620.16,85808.72,,1,0.0350713849621941,834.5535389925208,551.7064105162423,282.8471284762785,984.1193758429556,85808.72,88448.37239120623,83169.06760879378,0.0615241059697948,0.9452063475914656,71.06215452750735,1260.242194844,1.5713954892258926,1.0,0.0073203602034163,0.007347219540176,0.0070726810851374,,,,0.0111629925423802,0,1,BTC,1.0
2025-04-22 04:00:00+00:00,2025-04-22 04:00:00+00:00,88156.8,88490.0,87965.5,88481.2,748.21184294,,0.0,87921.82,86009.35,85020.70333333334,1,0.0435309740984217,911.5872448263252,623.6825773782589,287.90466744806645,951.2894204256016,86009.35,88815.7713343689,83202.92866563112,0.0652585174604595,0.9403918203101644,72.52289211516117,1279.8564620365,0.5846060594556437,1.0,0.0036469634279749,0.0036536216907838,0.0070362902189087,,,,0.0107513168947256,0,1,BTC,1.0
2025-04-22 08:00:00+00:00,2025-04-22 08:00:00+00:00,88481.2,88698.0,88245.0,88615.9,833.73144162,,0.0,88036.5,86196.09,85105.62833333333,1,0.0533410833915777,972.2981283732952,693.4056875772662,278.8924407960289,915.69731896663,86196.09,89169.42892511448,83222.75107488551,0.068990111387059,0.9069179567053268,73.13365983391431,1269.377268332,0.6568035070578728,1.0,0.0015211996805728,0.0015223572917184,0.0070126074101462,,,,0.010333329785813,0,1,BTC,1.0
2025-04-22 12:00:00+00:00,2025-04-22 12:00:00+00:00,88615.5,91427.2,88480.0,90925.9,5258.25485782,,0.0,88739.64,86481.495,85204.45666666668,1,0.0780184811501278,1193.056819148027,793.3359138914184,399.7209052566086,1060.8046533261563,86481.495,90058.88658744204,82904.10341255795,0.0827319552568338,1.1211795509892577,80.95287999705181,1500.512057809,3.5043069667150406,1.0,0.025733589342259,0.0260675567251476,0.0088181166205581,,,,0.0116666940148643,0,2,BTC,1.0
