datetime,instrument,open,high,low,close,volume,ret,log_return,ma_5,ma_20,ma_60,ma_cross,momentum_12,macd,macd_signal,macd_hist,atr_14,bb_width_20,bb_pos_20,volatility_20,rsi_14,volume_ma_20,rel_volume_20,price_position_20,funding_rate,funding_rate_zscore,open_interest,oi_change,oi_rsi,btc_corr_24h,natr_14,buy_stars,sell_stars,future_4h_ret,future_24h_ret
2025-04-26 16:00:00,BNB,608.2,609.6,606.9,608.4,453.932803,0.0003288391976321,0.0003287851418733,604.86,603.425,598.6883333333334,1,0.0158624144264485,1.059197491798841,0.9256357009581906,0.1335617908406503,6.235073544702574,0.020579145459233,0.9006290609472432,0.0052612403190469,57.69011379267511,2032.3803589000004,0.2233503197431435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102483128611153,0,0,-0.0018080210387902,-0.004186232966967102
2025-04-26 16:00:00,DOGE,0.1825,0.18254,0.18034,0.1812,54770563.394381,-0.007068880486602,-0.0070939833918447,0.183588,0.1803185,0.1672563333333333,1,0.0009943652635069,0.0037116729432975,0.0043718818237686,-0.0006602088804711,0.0048335013886051,0.0833044029029149,0.5586832387606243,0.0150839391831671,57.11591259347107,113570122.07859166,0.4822620808356552,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.026674952475746,0,0,0.0041390728476822,0.0061889210481173
2025-04-26 16:00:00,ETH,1800.24,1814.99,1795.71,1813.1,10085.615524,0.0071378975142339,0.0071125433027867,1799.448,1783.6050000000002,1675.318166666667,1,0.0284291370293479,29.58471902983638,33.06989353707997,-3.485174507243592,35.643832070389394,0.0392950625822648,0.9208348861799888,0.0070590767798917,66.686074079468,36268.9040075,0.2780788612171575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196590546965911,0,1,0.0042468700016546,-0.0028576902580025
2025-04-26 20:00:00,BNB,608.5,609.4,606.6,607.3,568.035859,-0.0018080210387902,-0.0018096574816081,605.8,603.4350000000001,599.0933333333334,1,0.0091392489199069,1.1944496903890922,0.9793984988443708,0.2150511915447213,5.989711148652386,0.0206591446941762,0.8100321018914051,0.0050418699446513,55.73797692987055,1827.10903855,0.3108932455672132,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0098628538591345,0,0,-0.006915857072287,-0.006009773499652401
2025-04-26 20:00:00,DOGE,0.18118,0.18245,0.18017,0.18195,44515081.66061,0.0041390728476822,0.0041305304492899,0.182638,0.180492,0.1677101666666667,1,-0.0033413672217352,0.0034483538347971,0.0041871762259743,-0.0007388223911771,0.0046511084322762,0.0830293020333998,0.5972899946550309,0.0143011725570038,58.3927278224478,102565007.76767635,0.4340182156612583,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0255625635189681,0,0,-0.0133553173948886,-0.014188014545738602
2025-04-26 20:00:00,ETH,1813.1,1831.35,1805.51,1820.8,10869.506586,0.0042468700016546,0.0042378775002487,1804.088,1784.9045,1679.3755,1,0.028869136751219,29.82461278847313,32.4208373873586,-2.5962245988854704,34.94355835107586,0.0430028588206202,0.9676572745701654,0.0070938585490417,68.15193026636533,31866.78024475,0.3410920871991996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191913215900021,0,1,-0.0060852372583479,-0.0162373592329778
2025-04-26 20:00:00,SOL,149.25,149.7,148.35,149.27,57430.866586,6.699718611824501e-05,6.69949419070078e-05,149.546,150.64950000000002,142.84966666666665,0,-0.0215652857891975,1.3732433393036274,2.2033761831745173,-0.8301328438708899,2.930230120555745,0.0557543596538517,0.3357614213338128,0.0104831262149047,54.26289904396912,164874.67446505,0.3483304320226218,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0196304020938952,0,0,-0.0115227440209016,-0.0083302270319612
2025-04-27 00:00:00,BNB,607.5,609.0,600.1,603.1,1469.820721,-0.006915857072287,-0.0069398824465884,605.88,603.47,599.4399999999999,1,0.003494176372712,0.9517618153199692,0.9738711621394908,-0.0221093468195214,6.197588923748644,0.0206055880842598,0.4702449266535149,0.0049778570684501,48.92989959960495,1826.4253624,0.8047526886445519,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0102762210640833,0,0,-0.0051401094345879,0.002065791988804201
2025-04-27 00:00:00,DOGE,0.18198,0.18354,0.17748,0.17952,111616646.481285,-0.0133553173948886,-0.0134453017238372,0.181342,0.180548,0.1681143333333333,1,-0.0052089105618973,0.0030089060565157,0.0039515221920826,-0.0009426161355668,0.0047517435442565,0.0824853359716935,0.4309722551636449,0.0146595713432765,52.89737368147625,102712192.87874494,1.086693247928725,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0264691596716606,0,0,0.0040663992869873,-0.003843905537622903
2025-04-27 00:00:00,ETH,1820.8,1857.52,1801.0,1809.72,42290.816172,-0.0060852372583479,-0.0061038277714179,1805.956,1786.0705000000005,1683.1205,1,0.0278061746064199,28.78880746787832,31.69443140346255,-2.9056239355842344,36.48473275457044,0.0446529378763376,0.7965332025027525,0.0071568504174915,63.80151927234402,31787.23549235,1.330433915279541,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0201604296546263,0,1,-0.0031551842273943,-0.014132560325287898
