date,datetime,open,high,low,close,volume
2024-12-04 16:00:00+00:00,2024-12-04 16:00:00+00:00,756.5,759.7,690.0,724.5,67255.834239
2024-12-05 16:00:00+00:00,2024-12-05 16:00:00+00:00,724.6,736.6,693.9,732.5,32990.373359
2024-12-06 16:00:00+00:00,2024-12-06 16:00:00+00:00,732.4,758.3,726.6,754.9,30541.987073
2024-12-07 16:00:00+00:00,2024-12-07 16:00:00+00:00,755.3,762.1,727.7,740.3,24975.908398
2024-12-08 16:00:00+00:00,2024-12-08 16:00:00+00:00,740.5,743.9,707.6,715.1,23697.318898
2024-12-09 16:00:00+00:00,2024-12-09 16:00:00+00:00,715.5,724.5,636.3,657.3,65877.852596
2024-12-10 16:00:00+00:00,2024-12-10 16:00:00+00:00,657.7,698.8,649.1,695.3,31454.510467
2024-12-11 16:00:00+00:00,2024-12-11 16:00:00+00:00,695.4,726.3,693.8,715.0,37875.7931
2024-12-12 16:00:00+00:00,2024-12-12 16:00:00+00:00,715.0,724.2,697.0,708.5,23966.938624
2024-12-13 16:00:00+00:00,2024-12-13 16:00:00+00:00,708.4,731.9,707.0,715.1,15136.732035
2024-12-14 16:00:00+00:00,2024-12-14 16:00:00+00:00,715.0,719.6,702.7,716.4,10545.583332
2024-12-15 16:00:00+00:00,2024-12-15 16:00:00+00:00,716.5,725.6,704.3,718.7,14870.742496
2024-12-16 16:00:00+00:00,2024-12-16 16:00:00+00:00,718.7,737.3,712.7,730.4,14692.812795
2024-12-17 16:00:00+00:00,2024-12-17 16:00:00+00:00,730.4,736.7,703.2,713.3,21016.870812
2024-12-18 16:00:00+00:00,2024-12-18 16:00:00+00:00,713.1,720.7,668.1,689.8,37679.802133
2024-12-19 16:00:00+00:00,2024-12-19 16:00:00+00:00,689.6,693.0,618.0,666.2,55880.236265
2024-12-20 16:00:00+00:00,2024-12-20 16:00:00+00:00,666.3,693.3,653.0,667.4,18751.710008
2024-12-21 16:00:00+00:00,2024-12-21 16:00:00+00:00,667.6,670.2,650.1,656.8,12541.180134
2024-12-22 16:00:00+00:00,2024-12-22 16:00:00+00:00,656.9,682.9,638.0,671.5,27351.05262
2024-12-23 16:00:00+00:00,2024-12-23 16:00:00+00:00,671.5,698.8,671.0,695.2,16802.501773
